,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,month,hour
2789,3,0,1,1,27.06,31.06,74,15.0013,1,7,8,7,3
2790,3,0,1,1,27.06,31.06,69,11.0014,1,4,5,7,4
2791,3,0,1,1,27.06,31.06,69,0.0,1,19,20,7,5
2792,3,0,1,1,27.06,31.06,74,6.0032,3,91,94,7,6
2793,3,0,1,1,28.7,32.575,65,6.0032,22,248,270,7,7
2794,3,0,1,1,29.52,34.09,62,8.9981,41,391,432,7,8
2795,3,0,1,1,30.34,34.09,58,8.9981,50,177,227,7,9
2796,3,0,1,1,31.16,34.85,52,7.0015,55,84,139,7,10
2797,3,0,1,1,31.98,34.85,46,7.0015,75,97,172,7,11
2798,3,0,1,1,32.8,36.365,43,7.0015,71,130,201,7,12
2799,3,0,1,1,33.62,37.12,43,7.0015,67,136,203,7,13
2800,3,0,1,1,32.8,37.12,49,11.0014,66,112,178,7,14
2801,3,0,1,1,33.62,37.12,43,0.0,51,111,162,7,15
2802,3,0,1,1,33.62,37.88,46,7.0015,79,202,281,7,16
2803,3,0,1,1,33.62,37.88,46,7.0015,79,466,545,7,17
2804,3,0,1,1,32.8,37.88,55,11.0014,70,426,496,7,18
2805,3,0,1,1,32.8,38.635,59,8.9981,71,297,368,7,19
2806,3,0,1,1,31.16,36.365,66,7.0015,59,225,284,7,20
2807,3,0,1,1,31.98,37.12,62,16.9979,77,168,245,7,21
2808,3,0,1,1,31.16,36.365,66,15.0013,31,124,155,7,22
2809,3,0,1,1,30.34,34.85,66,11.0014,19,54,73,7,23
2810,3,0,1,1,29.52,34.85,74,12.998,11,26,37,7,0
2811,3,0,1,1,28.7,33.335,74,8.9981,4,11,15,7,1
2812,3,0,1,1,28.7,33.335,79,6.0032,1,4,5,7,2
2813,3,0,1,1,28.7,33.335,79,0.0,0,6,6,7,3
2814,3,0,1,2,27.88,31.82,83,6.0032,0,6,6,7,4
2815,3,0,1,1,27.88,31.82,83,6.0032,5,30,35,7,5
2816,3,0,1,1,28.7,33.335,79,6.0032,9,112,121,7,6
2817,3,0,1,2,29.52,34.85,79,0.0,24,288,312,7,7
2818,3,0,1,2,29.52,34.85,74,7.0015,31,397,428,7,8
2819,3,0,1,3,28.7,33.335,79,12.998,31,158,189,7,9
2820,3,0,1,3,28.7,33.335,79,6.0032,13,30,43,7,10
2821,3,0,1,2,29.52,34.85,74,0.0,24,103,127,7,11
2822,3,0,1,2,30.34,34.85,66,6.0032,38,114,152,7,12
2823,3,0,1,2,30.34,34.85,70,7.0015,33,107,140,7,13
2824,3,0,1,1,31.16,36.365,66,19.0012,50,113,163,7,14
2825,3,0,1,1,31.16,36.365,70,19.0012,55,130,185,7,15
2826,3,0,1,1,31.16,36.365,70,16.9979,57,218,275,7,16
2827,3,0,1,1,31.98,37.12,59,15.0013,79,517,596,7,17
2828,3,0,1,1,31.16,35.605,62,12.998,77,486,563,7,18
2829,3,0,1,1,30.34,34.85,70,15.0013,71,323,394,7,19
2830,3,0,1,1,29.52,34.85,74,16.9979,55,257,312,7,20
2831,3,0,1,1,28.7,33.335,79,12.998,66,175,241,7,21
2832,3,0,1,1,28.7,33.335,79,12.998,30,156,186,7,22
2833,3,0,1,1,27.88,31.82,83,15.0013,20,78,98,7,23
2834,3,0,1,1,27.06,29.545,89,8.9981,6,29,35,7,0
2835,3,0,1,1,27.06,29.545,89,12.998,2,14,16,7,1
2836,3,0,1,1,27.06,29.545,89,12.998,1,7,8,7,2
2837,3,0,1,1,26.24,28.03,94,7.0015,2,2,4,7,3
2838,3,0,1,1,26.24,28.79,89,7.0015,0,4,4,7,4
2839,3,0,1,1,26.24,28.79,89,7.0015,2,30,32,7,5
2840,3,0,1,2,26.24,28.79,89,8.9981,11,107,118,7,6
2841,3,0,1,2,27.06,29.545,89,7.0015,13,279,292,7,7
2842,3,0,1,2,28.7,33.335,79,12.998,28,415,443,7,8
2843,3,0,1,1,30.34,34.85,70,11.0014,25,154,179,7,9
2844,3,0,1,1,31.98,37.12,62,0.0,29,72,101,7,10
2845,3,0,1,1,33.62,38.635,52,8.9981,30,112,142,7,11
2846,3,0,1,1,34.44,38.635,41,0.0,32,139,171,7,12
2847,3,0,1,1,35.26,39.395,41,0.0,48,107,155,7,13
2848,3,0,1,1,35.26,39.395,41,16.9979,39,121,160,7,14
2849,3,0,1,1,35.26,39.395,41,16.9979,47,119,166,7,15
2850,3,0,1,1,35.26,38.635,39,15.0013,47,218,265,7,16
2851,3,0,1,1,35.26,37.88,36,16.9979,80,489,569,7,17
2852,3,0,1,1,34.44,37.88,44,19.9995,70,492,562,7,18
2853,3,0,1,1,33.62,38.635,52,19.0012,79,286,365,7,19
2854,3,0,1,1,31.16,35.605,58,23.9994,61,224,285,7,20
2855,3,0,1,1,30.34,34.09,62,11.0014,39,170,209,7,21
2856,3,0,1,1,30.34,34.09,62,11.0014,32,150,182,7,22
2857,3,0,1,1,29.52,34.09,66,0.0,31,98,129,7,23
2858,3,0,1,1,30.34,34.85,66,7.0015,6,41,47,7,0
2859,3,0,1,1,29.52,34.85,79,0.0,9,25,34,7,1
2860,3,0,1,2,28.7,33.335,74,11.0014,10,12,22,7,2
2861,3,0,1,1,27.88,31.82,79,7.0015,2,4,6,7,3
2862,3,0,1,1,28.7,33.335,79,16.9979,7,4,11,7,4
2863,3,0,1,1,27.88,31.82,79,16.9979,3,24,27,7,5
2864,3,0,1,1,28.7,33.335,74,7.0015,11,91,102,7,6
2865,3,0,1,2,28.7,33.335,79,12.998,30,302,332,7,7
2866,3,0,1,2,29.52,34.85,74,16.9979,36,421,457,7,8
2867,3,0,1,2,31.16,36.365,70,19.9995,30,211,241,7,9
2868,3,0,1,2,30.34,34.85,70,23.9994,30,108,138,7,10
2869,3,0,1,2,30.34,35.605,74,16.9979,61,104,165,7,11
2870,3,0,1,2,31.16,36.365,70,19.0012,49,164,213,7,12
2871,3,0,1,2,31.98,37.88,66,19.0012,54,175,229,7,13
2872,3,0,1,2,32.8,39.395,63,23.9994,53,163,216,7,14
2873,3,0,1,2,32.8,39.395,63,23.9994,39,102,141,7,15
2874,3,0,1,3,27.88,31.82,83,30.0026,27,105,132,7,16
2875,3,0,1,3,27.06,29.545,89,30.0026,6,161,167,7,17
2876,3,0,1,1,27.06,30.305,83,6.0032,35,281,316,7,18
2877,3,0,1,1,27.06,30.305,83,6.0032,45,225,270,7,19
2878,3,0,1,1,27.06,30.305,83,11.0014,30,220,250,7,20
2879,3,0,1,2,27.06,30.305,83,16.9979,46,158,204,7,21
2880,3,0,1,2,27.06,30.305,78,12.998,33,136,169,7,22
2881,3,0,1,2,27.06,30.305,78,6.0032,40,111,151,7,23
2882,3,0,0,2,27.06,30.305,83,8.9981,31,90,121,7,0
2883,3,0,0,2,26.24,28.79,89,7.0015,5,48,53,7,1
2884,3,0,0,1,26.24,28.79,89,11.0014,12,43,55,7,2
2885,3,0,0,1,26.24,28.79,89,8.9981,7,23,30,7,3
2886,3,0,0,1,26.24,28.79,83,15.0013,2,4,6,7,4
2887,3,0,0,2,25.42,28.03,88,11.0014,4,11,15,7,5
2888,3,0,0,2,26.24,28.79,83,12.998,11,27,38,7,6
2889,3,0,0,1,27.06,30.305,78,12.998,21,50,71,7,7
2890,3,0,0,1,28.7,32.575,70,16.9979,68,114,182,7,8
2891,3,0,0,1,30.34,34.09,58,19.0012,77,170,247,7,9
2892,3,0,0,1,31.16,34.85,52,11.0014,87,177,264,7,10
2893,3,0,0,1,31.98,34.85,46,19.9995,101,189,290,7,11
2894,3,0,0,1,32.8,36.365,46,16.9979,145,221,366,7,12
2895,3,0,0,1,33.62,37.12,41,15.0013,167,249,416,7,13
2896,3,0,0,1,34.44,37.12,36,8.9981,158,215,373,7,14
2897,3,0,0,1,34.44,36.365,34,6.0032,182,220,402,7,15
2898,3,0,0,1,33.62,36.365,38,0.0,171,245,416,7,16
2899,3,0,0,1,34.44,36.365,32,0.0,160,241,401,7,17
2900,3,0,0,1,33.62,36.365,36,7.0015,132,246,378,7,18
2901,3,0,0,1,31.16,34.85,55,11.0014,128,178,306,7,19
2902,3,0,0,1,31.16,35.605,58,15.0013,129,185,314,7,20
2903,3,0,0,1,30.34,34.09,58,11.0014,83,155,238,7,21
2904,3,0,0,1,29.52,34.09,62,11.0014,60,154,214,7,22
2905,3,0,0,1,29.52,33.335,58,12.998,47,93,140,7,23
2906,3,0,0,1,28.7,32.575,61,11.0014,42,112,154,7,0
2907,3,0,0,1,28.7,32.575,61,8.9981,19,94,113,7,1
2908,3,0,0,1,27.88,31.82,69,6.0032,28,68,96,7,2
2909,3,0,0,1,27.06,31.06,74,6.0032,6,19,25,7,3
2910,3,0,0,1,27.06,31.06,69,6.0032,0,5,5,7,4
2911,3,0,0,1,27.06,31.06,74,0.0,7,10,17,7,5
2912,3,0,0,1,26.24,29.545,78,6.0032,8,17,25,7,6
2913,3,0,0,1,28.7,32.575,70,6.0032,27,38,65,7,7
2914,3,0,0,1,29.52,34.09,66,0.0,27,65,92,7,8
2915,3,0,0,1,30.34,34.85,66,6.0032,62,107,169,7,9
2916,3,0,0,1,31.16,34.85,55,8.9981,95,173,268,7,10
2917,3,0,0,1,31.98,36.365,55,12.998,110,177,287,7,11
2918,3,0,0,1,33.62,37.88,46,19.0012,133,244,377,7,12
2919,3,0,0,1,32.8,36.365,46,19.9995,139,228,367,7,13
2920,3,0,0,1,33.62,37.12,41,22.0028,122,227,349,7,14
2921,3,0,0,1,34.44,37.12,39,19.0012,142,219,361,7,15
2922,3,0,0,1,34.44,37.88,41,19.0012,128,244,372,7,16
2923,3,0,0,1,34.44,37.12,36,15.0013,146,217,363,7,17
2924,3,0,0,1,33.62,37.12,43,19.0012,141,222,363,7,18
2925,3,0,0,1,32.8,37.12,49,22.0028,120,183,303,7,19
2926,3,0,0,1,31.16,34.85,55,12.998,101,167,268,7,20
2927,3,0,0,1,30.34,34.09,62,16.9979,65,162,227,7,21
2928,3,0,0,1,30.34,34.85,66,15.0013,56,87,143,7,22
2929,3,0,0,1,29.52,34.09,66,16.9979,19,53,72,7,23
2930,3,0,1,1,28.7,32.575,65,12.998,10,25,35,7,0
2931,3,0,1,1,28.7,32.575,61,19.0012,5,5,10,7,1
2932,3,0,1,1,28.7,32.575,61,15.0013,8,4,12,7,2
2933,3,0,1,1,27.88,31.82,65,11.0014,2,8,10,7,3
2934,3,0,1,1,27.06,31.06,74,15.0013,0,4,4,7,4
2935,3,0,1,1,27.06,31.06,74,8.9981,5,21,26,7,5
2936,3,0,1,1,27.88,31.82,74,12.998,19,102,121,7,6
2937,3,0,1,1,28.7,33.335,74,16.9979,28,289,317,7,7
2938,3,0,1,1,30.34,34.85,66,19.0012,35,385,420,7,8
2939,3,0,1,1,31.98,37.12,59,19.9995,41,167,208,7,9
2940,3,0,1,1,32.8,37.88,55,23.9994,44,73,117,7,10
2941,3,0,1,1,33.62,39.395,56,19.9995,39,89,128,7,11
2942,3,0,1,1,34.44,40.15,53,19.0012,40,108,148,7,12
2943,3,0,1,1,35.26,40.91,50,16.9979,22,119,141,7,13
2944,3,0,1,1,35.26,41.665,53,19.0012,40,94,134,7,14
2945,3,0,1,1,35.26,42.425,56,27.9993,38,108,146,7,15
2946,3,0,1,1,35.26,42.425,56,26.0027,57,182,239,7,16
2947,3,0,1,1,35.26,42.425,56,27.9993,59,455,514,7,17
2948,3,0,1,1,35.26,41.665,53,26.0027,57,415,472,7,18
2949,3,0,1,1,34.44,41.665,59,22.0028,80,293,373,7,19
2950,3,0,1,1,29.52,34.85,74,27.9993,42,194,236,7,20
2951,3,0,1,1,28.7,33.335,79,27.9993,21,109,130,7,21
2952,3,0,1,1,29.52,34.85,74,8.9981,20,70,90,7,22
2953,3,0,1,1,28.7,33.335,79,8.9981,11,44,55,7,23
2954,3,0,1,1,28.7,33.335,79,8.9981,3,19,22,7,0
2955,3,0,1,1,28.7,33.335,79,6.0032,6,8,14,7,1
2956,3,0,1,1,28.7,33.335,79,7.0015,2,7,9,7,2
2957,3,0,1,2,28.7,33.335,79,0.0,2,6,8,7,3
2958,3,0,1,1,28.7,33.335,79,11.0014,0,6,6,7,4
2959,3,0,1,1,28.7,33.335,79,6.0032,4,21,25,7,5
2960,3,0,1,1,30.34,34.09,58,15.0013,13,102,115,7,6
2961,3,0,1,1,31.16,34.85,55,12.998,29,301,330,7,7
2962,3,0,1,1,31.16,35.605,58,15.0013,35,382,417,7,8
2963,3,0,1,1,31.98,36.365,55,32.9975,27,149,176,7,9
2964,3,0,1,1,33.62,38.635,52,11.0014,38,85,123,7,10
2965,3,0,1,1,33.62,38.635,52,11.0014,39,86,125,7,11
2966,3,0,1,1,35.26,39.395,44,19.9995,38,125,163,7,12
2967,3,0,1,1,35.26,40.15,47,15.0013,32,104,136,7,13
2968,3,0,1,1,36.9,42.425,42,19.9995,33,91,124,7,14
2969,3,0,1,1,36.9,42.425,42,23.9994,37,111,148,7,15
2970,3,0,1,1,35.26,39.395,44,19.0012,25,177,202,7,16
2971,3,0,1,1,36.08,40.91,44,19.0012,48,380,428,7,17
2972,3,0,1,1,35.26,40.15,47,19.9995,39,472,511,7,18
2973,3,0,1,1,34.44,37.88,44,19.0012,42,295,337,7,19
2974,3,0,1,1,33.62,37.12,43,12.998,57,251,308,7,20
2975,3,0,1,1,33.62,37.12,43,7.0015,49,209,258,7,21
2976,3,0,1,1,32.8,36.365,46,8.9981,44,150,194,7,22
2977,3,0,1,1,31.98,35.605,52,0.0,20,59,79,7,23
2978,3,0,1,1,31.16,35.605,62,0.0,9,37,46,7,0
2979,3,0,1,1,31.16,34.85,55,0.0,1,11,12,7,1
2980,3,0,1,1,31.16,34.85,55,0.0,2,3,5,7,2
2981,3,0,1,1,30.34,34.09,58,12.998,0,4,4,7,3
2982,3,0,1,1,30.34,34.09,58,16.9979,0,5,5,7,4
2983,3,0,1,1,30.34,34.09,58,12.998,4,22,26,7,5
2984,3,0,1,1,30.34,34.09,58,11.0014,18,103,121,7,6
2985,3,0,1,1,31.16,34.85,55,16.9979,32,281,313,7,7
2986,3,0,1,1,32.8,37.12,49,16.9979,31,418,449,7,8
2987,3,0,1,1,33.62,37.12,41,12.998,23,163,186,7,9
2988,3,0,1,1,33.62,37.88,46,12.998,33,80,113,7,10
2989,3,0,1,1,34.44,37.12,39,11.0014,55,110,165,7,11
2990,3,0,1,1,34.44,37.88,41,19.0012,40,134,174,7,12
2991,3,0,1,3,33.62,37.88,46,8.9981,39,119,158,7,13
2992,3,0,1,3,33.62,37.88,46,8.9981,27,89,116,7,14
2993,3,0,1,3,26.24,28.03,94,8.9981,13,33,46,7,15
2994,3,0,1,2,27.06,29.545,89,0.0,23,118,141,7,16
2995,3,0,1,1,28.7,33.335,79,0.0,70,418,488,7,17
2996,3,0,1,1,29.52,34.85,79,8.9981,51,412,463,7,18
2997,3,0,1,1,28.7,33.335,79,7.0015,79,340,419,7,19
2998,3,0,1,1,28.7,33.335,84,11.0014,61,281,342,7,20
2999,3,0,1,1,28.7,33.335,79,7.0015,56,194,250,7,21
3000,3,0,1,1,27.88,31.82,83,12.998,48,136,184,7,22
3001,3,0,1,1,27.06,30.305,83,16.9979,33,83,116,7,23
3002,3,0,1,1,27.06,31.06,69,19.9995,14,32,46,7,0
3003,3,0,1,1,27.06,31.06,61,16.9979,4,21,25,7,1
3004,3,0,1,1,26.24,31.06,57,19.9995,3,7,10,7,2
3005,3,0,1,1,25.42,31.06,57,19.9995,1,5,6,7,3
3006,3,0,1,1,25.42,31.06,53,16.9979,0,6,6,7,4
3007,3,0,1,1,24.6,31.06,56,15.0013,6,22,28,7,5
3008,3,0,1,1,24.6,30.305,60,15.0013,14,116,130,7,6
3009,3,0,1,1,25.42,31.06,53,16.9979,23,311,334,7,7
3010,3,0,1,1,26.24,31.06,50,23.9994,53,433,486,7,8
3011,3,0,1,1,27.88,31.82,47,19.0012,29,195,224,7,9
3012,3,0,1,1,28.7,31.82,42,16.9979,32,95,127,7,10
3013,3,0,1,1,29.52,32.575,37,15.0013,38,110,148,7,11
3014,3,0,1,1,30.34,32.575,35,16.9979,51,172,223,7,12
3015,3,0,1,1,31.16,33.335,33,22.0028,39,138,177,7,13
3016,3,0,1,1,30.34,32.575,35,19.0012,49,129,178,7,14
3017,3,0,1,1,31.16,33.335,33,19.9995,42,138,180,7,15
3018,3,0,1,1,31.16,33.335,33,8.9981,43,231,274,7,16
3019,3,0,1,1,30.34,32.575,37,8.9981,78,517,595,7,17
3020,3,0,1,1,29.52,32.575,42,12.998,94,484,578,7,18
3021,3,0,1,1,29.52,32.575,39,15.0013,67,333,400,7,19
3022,3,0,1,1,28.7,31.82,42,15.0013,81,267,348,7,20
3023,3,0,1,1,27.06,31.06,50,8.9981,58,203,261,7,21
3024,3,0,1,1,26.24,31.06,57,6.0032,42,134,176,7,22
3025,3,0,1,1,26.24,30.305,65,16.9979,27,97,124,7,23
3026,3,0,1,1,25.42,29.545,73,15.0013,23,57,80,7,0
3027,3,0,1,1,25.42,29.545,73,12.998,7,13,20,7,1
3028,3,0,1,1,24.6,28.79,78,11.0014,16,22,38,7,2
3029,3,0,1,1,24.6,29.545,73,12.998,1,6,7,7,3
3030,3,0,1,1,24.6,29.545,73,11.0014,2,8,10,7,4
3031,3,0,1,1,24.6,29.545,73,8.9981,7,16,23,7,5
3032,3,0,1,2,24.6,29.545,73,7.0015,12,108,120,7,6
3033,3,0,1,1,26.24,30.305,65,7.0015,17,257,274,7,7
3034,3,0,1,1,26.24,30.305,65,16.9979,50,514,564,7,8
3035,3,0,1,1,27.88,31.82,54,12.998,31,176,207,7,9
3036,3,0,1,2,27.06,31.06,61,11.0014,59,107,166,7,10
3037,3,0,1,1,28.7,32.575,54,8.9981,73,137,210,7,11
3038,3,0,1,1,28.7,32.575,48,12.998,61,177,238,7,12
3039,3,0,1,1,28.7,32.575,54,12.998,85,162,247,7,13
3040,3,0,1,1,28.7,32.575,51,12.998,105,160,265,7,14
3041,3,0,1,1,29.52,32.575,45,11.0014,74,163,237,7,15
3042,3,0,1,1,29.52,33.335,51,12.998,96,265,361,7,16
3043,3,0,1,1,30.34,33.335,42,16.9979,104,483,587,7,17
3044,3,0,1,1,29.52,32.575,45,15.0013,102,394,496,7,18
3045,3,0,1,1,28.7,31.82,45,15.0013,114,280,394,7,19
3046,3,0,1,1,28.7,32.575,51,15.0013,92,251,343,7,20
3047,3,0,1,1,27.06,31.06,54,7.0015,75,186,261,7,21
3048,3,0,1,1,27.06,31.06,57,15.0013,71,152,223,7,22
3049,3,0,1,1,26.24,31.06,61,11.0014,41,126,167,7,23
3050,3,0,0,1,25.42,30.305,65,12.998,42,68,110,7,0
3051,3,0,0,1,24.6,29.545,69,7.0015,24,51,75,7,1
3052,3,0,0,1,24.6,29.545,73,8.9981,10,48,58,7,2
3053,3,0,0,1,24.6,28.79,78,8.9981,6,20,26,7,3
3054,3,0,0,1,24.6,29.545,73,6.0032,9,7,16,7,4
3055,3,0,0,1,23.78,27.275,78,6.0032,4,6,10,7,5
3056,3,0,0,1,24.6,28.79,78,11.0014,16,21,37,7,6
3057,3,0,0,1,25.42,29.545,73,8.9981,14,38,52,7,7
3058,3,0,0,1,27.06,31.06,65,11.0014,37,90,127,7,8
3059,3,0,0,1,28.7,32.575,54,15.0013,72,150,222,7,9
3060,3,0,0,1,29.52,33.335,54,12.998,114,208,322,7,10
3061,3,0,0,1,30.34,33.335,48,15.0013,171,225,396,7,11
3062,3,0,0,1,31.16,34.09,43,19.0012,187,276,463,7,12
3063,3,0,0,1,31.16,34.09,45,19.9995,221,276,497,7,13
3064,3,0,0,1,30.34,33.335,45,19.9995,201,232,433,7,14
3065,3,0,0,1,31.16,34.09,45,22.0028,205,223,428,7,15
3066,3,0,0,1,31.16,34.09,45,19.0012,183,242,425,7,16
3067,3,0,0,1,31.16,34.09,45,15.0013,234,241,475,7,17
3068,3,0,0,1,31.16,34.09,45,19.0012,185,243,428,7,18
3069,3,0,0,1,30.34,34.09,48,12.998,164,242,406,7,19
3070,3,0,0,1,29.52,33.335,51,15.0013,108,188,296,7,20
3071,3,0,0,1,28.7,32.575,58,15.0013,85,167,252,7,21
3072,3,0,0,1,28.7,32.575,65,19.0012,65,136,201,7,22
3073,3,0,0,1,27.88,31.82,61,15.0013,61,107,168,7,23
3074,3,0,0,1,27.06,31.06,65,15.0013,34,91,125,7,0
3075,3,0,0,1,26.24,30.305,69,12.998,16,86,102,7,1
3076,3,0,0,1,26.24,30.305,69,15.0013,28,66,94,7,2
3077,3,0,0,1,26.24,30.305,69,15.0013,21,26,47,7,3
3078,3,0,0,1,25.42,29.545,73,11.0014,4,6,10,7,4
3079,3,0,0,1,26.24,30.305,69,15.0013,4,8,12,7,5
3080,3,0,0,1,25.42,29.545,73,11.0014,10,11,21,7,6
3081,3,0,0,1,26.24,30.305,73,11.0014,20,30,50,7,7
3082,3,0,0,1,27.88,31.82,65,15.0013,45,73,118,7,8
3083,3,0,0,1,29.52,33.335,58,15.0013,74,110,184,7,9
3084,3,0,0,1,30.34,34.09,60,15.0013,127,177,304,7,10
3085,3,0,0,1,31.16,34.85,55,19.0012,147,244,391,7,11
3086,3,0,0,1,31.16,34.85,55,19.0012,177,243,420,7,12
3087,3,0,0,1,32.8,37.12,49,19.9995,200,272,472,7,13
3088,3,0,0,1,32.8,37.12,49,23.9994,168,262,430,7,14
3089,3,0,0,1,33.62,37.12,43,19.9995,129,195,324,7,15
3090,3,0,0,1,32.8,36.365,46,19.9995,129,188,317,7,16
3091,3,0,0,1,32.8,37.12,49,26.0027,133,236,369,7,17
3092,3,0,0,1,32.8,36.365,46,19.9995,147,243,390,7,18
3093,3,0,0,1,31.16,34.85,55,19.0012,145,234,379,7,19
3094,3,0,0,1,31.16,35.605,58,16.9979,85,177,262,7,20
3095,3,0,0,1,30.34,34.09,62,15.0013,59,148,207,7,21
3096,3,0,0,1,29.52,34.09,66,15.0013,65,116,181,7,22
3097,3,0,0,1,28.7,33.335,74,8.9981,39,54,93,7,23
3098,3,0,1,1,28.7,33.335,74,8.9981,21,30,51,7,0
3099,3,0,1,1,28.7,33.335,74,15.0013,17,8,25,7,1
3100,3,0,1,1,27.06,30.305,83,15.0013,2,8,10,7,2
3101,3,0,1,1,27.06,30.305,78,12.998,3,4,7,7,3
3102,3,0,1,1,26.24,29.545,78,11.0014,1,3,4,7,4
3103,3,0,1,1,26.24,29.545,78,7.0015,2,15,17,7,5
3104,3,0,1,1,26.24,28.79,83,7.0015,10,95,105,7,6
3105,3,0,1,1,27.88,31.82,74,15.0013,22,255,277,7,7
3106,3,0,1,1,28.7,32.575,70,12.998,18,329,347,7,8
3107,3,0,1,1,30.34,34.85,67,15.0013,33,170,203,7,9
3108,3,0,1,1,31.16,35.605,62,12.998,52,78,130,7,10
3109,3,0,1,1,32.8,37.88,55,6.0032,42,99,141,7,11
3110,3,0,1,1,32.8,38.635,59,12.998,39,126,165,7,12
3111,3,0,1,1,33.62,39.395,56,16.9979,27,125,152,7,13
3112,3,0,1,1,33.62,39.395,56,22.0028,32,106,138,7,14
3113,3,0,1,1,34.44,40.15,53,22.0028,53,111,164,7,15
3114,3,0,1,1,34.44,40.15,53,19.0012,45,220,265,7,16
3115,3,0,1,1,34.44,39.395,49,22.0028,72,473,545,7,17
3116,3,0,1,1,33.62,38.635,49,23.9994,80,478,558,7,18
3117,3,0,1,1,32.8,37.88,55,15.0013,63,335,398,7,19
3118,3,0,1,1,31.98,37.12,59,15.0013,91,232,323,7,20
3119,3,0,1,1,30.34,34.85,66,12.998,48,154,202,7,21
3120,3,0,1,1,31.16,36.365,66,15.0013,36,104,140,7,22
3121,3,0,1,1,30.34,34.85,66,11.0014,32,59,91,7,23
3122,3,0,1,1,30.34,34.85,66,7.0015,25,26,51,7,0
3123,3,0,1,2,30.34,34.85,66,8.9981,7,6,13,7,1
3124,3,0,1,1,29.52,34.09,70,11.0014,9,4,13,7,2
3125,3,0,1,1,29.52,34.09,70,11.0014,2,1,3,7,3
3126,3,0,1,1,29.52,34.09,70,8.9981,1,4,5,7,4
3127,3,0,1,2,28.7,33.335,74,7.0015,0,19,19,7,5
3128,3,0,1,2,29.52,34.85,74,7.0015,8,126,134,7,6
3129,3,0,1,2,30.34,34.85,70,11.0014,28,287,315,7,7
3130,3,0,1,2,31.16,36.365,70,11.0014,31,381,412,7,8
3131,3,0,1,2,32.8,39.395,63,8.9981,22,177,199,7,9
3132,3,0,1,2,33.62,39.395,56,11.0014,29,112,141,7,10
3133,3,0,1,1,33.62,40.15,59,0.0,29,98,127,7,11
3134,3,0,1,1,34.44,40.91,56,6.0032,26,127,153,7,12
3135,3,0,1,1,35.26,41.665,53,7.0015,33,139,172,7,13
3136,3,0,1,1,35.26,40.91,50,12.998,41,111,152,7,14
3137,3,0,1,1,36.08,40.91,44,12.998,48,110,158,7,15
3138,3,0,1,1,36.9,42.425,42,19.9995,61,216,277,7,16
3139,3,0,1,1,32.8,40.15,66,0.0,68,445,513,7,17
3140,3,0,1,1,32.8,40.15,66,8.9981,80,450,530,7,18
3141,3,0,1,1,31.16,37.12,75,12.998,54,334,388,7,19
3142,3,0,1,1,30.34,36.365,74,6.0032,48,229,277,7,20
3143,3,0,1,1,30.34,35.605,74,8.9981,47,194,241,7,21
3144,3,0,1,1,30.34,35.605,74,0.0,36,120,156,7,22
3145,3,0,1,3,29.52,34.85,79,11.0014,19,73,92,7,23
3146,3,0,1,1,29.52,34.09,70,15.0013,7,22,29,8,0
3147,3,0,1,1,29.52,34.85,74,12.998,5,12,17,8,1
3148,3,0,1,1,28.7,33.335,74,7.0015,4,7,11,8,2
3149,3,0,1,1,28.7,33.335,79,11.0014,0,4,4,8,3
3150,3,0,1,1,27.06,30.305,83,8.9981,2,2,4,8,4
3151,3,0,1,1,27.06,30.305,83,7.0015,2,24,26,8,5
3152,3,0,1,1,27.06,30.305,83,6.0032,3,97,100,8,6
3153,3,0,1,1,30.34,34.09,62,0.0,24,258,282,8,7
3154,3,0,1,1,32.8,36.365,43,12.998,35,347,382,8,8
3155,3,0,1,1,33.62,37.12,41,0.0,27,139,166,8,9
3156,3,0,1,1,35.26,37.88,36,11.0014,27,70,97,8,10
3157,3,0,1,1,36.08,38.635,32,11.0014,53,66,119,8,11
3158,3,0,1,1,36.9,40.15,33,16.9979,53,115,168,8,12
3159,3,0,1,1,36.9,40.15,31,19.9995,38,112,150,8,13
3160,3,0,1,1,37.72,40.91,29,12.998,37,86,123,8,14
3161,3,0,1,1,36.9,39.395,27,0.0,52,77,129,8,15
3162,3,0,1,1,36.9,39.395,27,0.0,34,197,231,8,16
3163,3,0,1,1,31.16,34.09,45,19.9995,69,445,514,8,17
3164,3,0,1,1,31.98,34.85,43,12.998,68,475,543,8,18
3165,3,0,1,1,30.34,33.335,51,15.0013,63,350,413,8,19
3166,3,0,1,1,29.52,34.09,62,15.0013,49,256,305,8,20
3167,3,0,1,1,28.7,32.575,70,16.9979,42,178,220,8,21
3168,3,0,1,1,28.7,32.575,70,6.0032,21,116,137,8,22
3169,3,0,1,1,27.88,31.82,74,12.998,14,82,96,8,23
3170,3,0,1,1,27.06,31.06,74,0.0,11,18,29,8,0
3171,3,0,1,1,27.06,31.06,74,7.0015,4,8,12,8,1
3172,3,0,1,1,27.88,31.82,69,0.0,2,6,8,8,2
3173,3,0,1,1,27.06,31.06,74,12.998,0,5,5,8,3
3174,3,0,1,1,27.06,31.06,74,7.0015,0,10,10,8,4
3175,3,0,1,1,27.06,31.06,74,8.9981,4,17,21,8,5
3176,3,0,1,1,27.88,31.82,69,7.0015,12,105,117,8,6
3177,3,0,1,1,29.52,33.335,61,19.0012,15,320,335,8,7
